"blue";"blup"
"ELAX_412";-0.32552357171468;-0.197454960681893
"ELAX_415";0.259588913338706;-0.044054464758895
"ELAX_416";-0.273158458650465;-0.255410949411566
"ELAX_423";0.784953205770289;-0.0192670862438964
"ELAX_426";-0.63240391908295;-0.618235284969463
"ELAX_427";5.92153371809663;1.69780689345861
"ELAX_428";3.16561621554199;0.995328491888627
"ELAX_435";6.67200548734036;2.98435118875877
"ELAX_436";-0.929721697993791;-0.406147424303783
"ELAX_441";-0.626437387797676;-0.352634143396762
"ELAX_444";-2.30519024397417;-0.496697486360697
"ELAX_447";-0.840076123581064;-0.487806307564977
"ELAX_451";4.8216349772235;1.31949775943189
"ELAX_453";1.83551918201149;0.240505053729026
"ELAX_459";-0.857713753812143;-0.358884759929469
"ELAX_460";4.78753983477728;1.51624491665165
"ELAX_461";2.30196947601122;0.449855280690952
"ELAX_462";-0.953587372264756;-0.563028037284086
"ELAX_464";-0.3448728219371;-0.469854219152355
"ELAX_465";-0.889090045920396;-0.408804406558991
"ELAX_469";0.399928830677409;0.0195231385189078
"ELAX_470";-0.0308419296457667;-0.253566634232776
"ELAX_474";0.777527830690267;0.0821680286766931
"ELAX_476";0.498006573900761;-0.091005328833021
"ELAX_480";0.0802606769153157;-0.117483795672703
"ELAX_482";2.74377858670969;0.635553436496104
"ELAX_483";3.12850631685811;0.574246922274416
"ELAX_485";-0.717822140724329;-0.408341223988623
"ELAX_486";-0.651380528195264;-0.477992004885739
"ELAX_488";1.6937001166896;0.49006210435656
"ELAX_489";1.37859031409049;0.0725766450395624
"ELAX_49";4.91160033752641;1.44795707423209
"ELAX_504";0.155571989174671;0.00976717925789641
"ELAX_51";-0.534929339915324;-0.332830416693987
"ELAX_59";-0.335316781472862;-0.117246005758293
"ELAX_6";-1.05019360133254;-0.542741449583267
"ELAX_65";-0.290430455292063;-0.218306521876655
"ELAX_68";3.33960223157295;0.840185682784491
"ELAX_69";0.971637465347166;0.00916391286671918
"ELAX_70";-0.209736758669611;-0.330755006004782
"ELAX_72";1.52468559221905;0.223563501552032
"ELAX_73";-0.13552960941558;-0.426416665898946
"ELAX_74";-1.38472340641494;-0.551309539919587
"ELAX_77";-0.0788528485293166;-0.302190396679891
"ELAX_85";-0.94247529685647;-0.4078406369424
"ELAX_89";-1.19938821515421;-0.566241297286872
"ELAX_9";-0.927867335649109;-0.493106572405786
"ELAX_92";0.253509332879183;-0.193543038611284
"ELAX_94";7.80575347402467;2.44128238782481
"ELAX_96";0.900512343358621;0.0366555333594132
"ELAX_99";3.0774762624513;0.795007908064254
"GQAX_10";-0.533047987135345;-0.298366054223701
"GQAX_112";0.872132546510507;0.126769787397535
"GQAX_116";0.890359956989279;0.251479928852444
"GQAX_119";0.857250497911442;0.0692583277595007
"GQAX_126";-0.539627327804426;-0.336161710417688
"GQAX_138";0.266364745414443;-0.181362743383065
"GQAX_139";-1.00202838797822;-0.563728329978568
"GQAX_140";-0.226408447251593;-0.280888074389503
"GQAX_149";-0.961713740174007;-0.319480163117717
"GQAX_166";0.208402912000546;-0.0146556919211558
"GQAX_175";1.36830019438214;0.282513929476493
"GQAX_189";1.42692895916217;0.389920989678427
"GQAX_4";2.36935678264315;0.604986284122238
"GQAX_5";-0.769929544633021;-0.371577292092525
"GQAX_67";0.735103153686232;0.0759501776467165
"GQAX_75";-0.718324971534472;-0.503315084189567
"GQAX_76";7.13768815783073;2.26637618425764
"GQAX_82";0.743662561517207;0.0915238536206078
"GQAX_83";-0.49015522683933;-0.175462791064327
"GQAX_91";1.00580225841615;-0.165858522458877
"GQAX_95";1.20989748514884;0.168499507908508
"GQAX_ixos";1.36244203335771;0.0862911485127303
"MariaB6R";2.07138646871947;0.367599221567366
